"selection1_name","selection1_url","selection1_Price","selection1_Price_url"
"POCO C85x (Emerald Green, 64 GB)","https://www.flipkart.com/poco-c85x-emerald-green-64-gb/p/itm96bce2b7909b7?pid=MOBHHFC8S2U92G5M&lid=LSTMOBHHFC8S2U92G5MHPVL8Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC8S2U92G5M.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c85x-emerald-green-64-gb/p/itm96bce2b7909b7?pid=MOBHHFC8S2U92G5M&lid=LSTMOBHHFC8S2U92G5MHPVL8Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC8S2U92G5M.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g67 power 5G (Pantone Parachute, 128 GB)","https://www.flipkart.com/motorola-g67-power-5g-pantone-parachute-128-gb/p/itm983b978f3066a?pid=MOBHFSCEBA7G3HXN&lid=LSTMOBHFSCEBA7G3HXNM6IXLV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHFSCEBA7G3HXN.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹18,999","https://www.flipkart.com/motorola-g67-power-5g-pantone-parachute-128-gb/p/itm983b978f3066a?pid=MOBHFSCEBA7G3HXN&lid=LSTMOBHFSCEBA7G3HXNM6IXLV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHFSCEBA7G3HXN.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI A5 (Jaisalmer Gold, 64 GB)","https://www.flipkart.com/redmi-a5-jaisalmer-gold-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGH5DCFNWZ&lid=LSTMOBHB2HGH5DCFNWZHAP4LG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHB2HGH5DCFNWZ.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹8,999","https://www.flipkart.com/redmi-a5-jaisalmer-gold-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGH5DCFNWZ&lid=LSTMOBHB2HGH5DCFNWZHAP4LG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHB2HGH5DCFNWZ.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Elite Black, 64 GB)","https://www.flipkart.com/poco-c85x-elite-black-64-gb/p/itm0f0a9684d1e33?pid=MOBHHFC8JKRZRGFG&lid=LSTMOBHHFC8JKRZRGFGMCA1D4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC8JKRZRGFG.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c85x-elite-black-64-gb/p/itm0f0a9684d1e33?pid=MOBHHFC8JKRZRGFG&lid=LSTMOBHHFC8JKRZRGFGMCA1D4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC8JKRZRGFG.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Emerald Green, 128 GB)","https://www.flipkart.com/poco-c85x-emerald-green-128-gb/p/itm2ed0d15dfc872?pid=MOBHHFC82ZZHCZDX&lid=LSTMOBHHFC82ZZHCZDXWXSVTZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC82ZZHCZDX.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹12,499","https://www.flipkart.com/poco-c85x-emerald-green-128-gb/p/itm2ed0d15dfc872?pid=MOBHHFC82ZZHCZDX&lid=LSTMOBHHFC82ZZHCZDXWXSVTZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC82ZZHCZDX.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4 Lite 5G (Mosaic Green, 64 GB)","https://www.flipkart.com/realme-p4-lite-5g-mosaic-green-64-gb/p/itm90c243961f214?pid=MOBHHFBUUUQNXRGX&lid=LSTMOBHHFBUUUQNXRGXKR3NYG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFBUUUQNXRGX.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹13,499","https://www.flipkart.com/realme-p4-lite-5g-mosaic-green-64-gb/p/itm90c243961f214?pid=MOBHHFBUUUQNXRGX&lid=LSTMOBHHFBUUUQNXRGXKR3NYG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFBUUUQNXRGX.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI Note 15 SE 5G (Crimson Reserve, 128 GB)","https://www.flipkart.com/redmi-note-15-se-5g-crimson-reserve-128-gb/p/itm4981d1c5313df?pid=MOBHHAFATAJXVPAK&lid=LSTMOBHHAFATAJXVPAKPZM5GZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHAFATAJXVPAK.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹19,999","https://www.flipkart.com/redmi-note-15-se-5g-crimson-reserve-128-gb/p/itm4981d1c5313df?pid=MOBHHAFATAJXVPAK&lid=LSTMOBHHAFATAJXVPAKPZM5GZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHAFATAJXVPAK.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"ringme R1+ JUMBO","https://www.flipkart.com/ringme-r1-jumbo/p/itmb064fd38b134e?pid=MOBH6AGBJFRYFDDU&lid=LSTMOBH6AGBJFRYFDDUNIW9ZJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBH6AGBJFRYFDDU.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹1,599","https://www.flipkart.com/ringme-r1-jumbo/p/itmb064fd38b134e?pid=MOBH6AGBJFRYFDDU&lid=LSTMOBH6AGBJFRYFDDUNIW9ZJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBH6AGBJFRYFDDU.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Sunset Gold, 64 GB)","https://www.flipkart.com/poco-c85x-sunset-gold-64-gb/p/itm6b8cdd362c306?pid=MOBHHFC8MQWQ6ZUH&lid=LSTMOBHHFC8MQWQ6ZUHH1EJLM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC8MQWQ6ZUH.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹11,499","https://www.flipkart.com/poco-c85x-sunset-gold-64-gb/p/itm6b8cdd362c306?pid=MOBHHFC8MQWQ6ZUH&lid=LSTMOBHHFC8MQWQ6ZUHH1EJLM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHHFC8MQWQ6ZUH.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 1 (Black, 64 GB)","https://www.flipkart.com/ai-pulse-1-black-64-gb/p/itmbb72114516031?pid=MOBHDDQXWA6PBGZJ&lid=LSTMOBHDDQXWA6PBGZJXM5IAG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXWA6PBGZJ.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹7,999","https://www.flipkart.com/ai-pulse-1-black-64-gb/p/itmbb72114516031?pid=MOBHDDQXWA6PBGZJ&lid=LSTMOBHDDQXWA6PBGZJXM5IAG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXWA6PBGZJ.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 1 (Green, 64 GB)","https://www.flipkart.com/ai-pulse-1-green-64-gb/p/itm90e25907f6424?pid=MOBHDDQXFEAF3HZF&lid=LSTMOBHDDQXFEAF3HZFTNQHKW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXFEAF3HZF.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹7,999","https://www.flipkart.com/ai-pulse-1-green-64-gb/p/itm90e25907f6424?pid=MOBHDDQXFEAF3HZF&lid=LSTMOBHDDQXFEAF3HZFTNQHKW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXFEAF3HZF.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 2 (Purple, 64 GB)","https://www.flipkart.com/ai-pulse-2-purple-64-gb/p/itmdc910ae2ff0c1?pid=MOBHKHPYQHGDVRTG&lid=LSTMOBHKHPYQHGDVRTGHKLHJJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHKHPYQHGDVRTG.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹8,999","https://www.flipkart.com/ai-pulse-2-purple-64-gb/p/itmdc910ae2ff0c1?pid=MOBHKHPYQHGDVRTG&lid=LSTMOBHKHPYQHGDVRTGHKLHJJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHKHPYQHGDVRTG.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g06 power (Pantone tapestry, 64 GB)","https://www.flipkart.com/motorola-g06-power-pantone-tapestry-64-gb/p/itmf590d83ca72c5?pid=MOBHFSCEW8DQVKDZ&lid=LSTMOBHFSCEW8DQVKDZ2CWXCB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHFSCEW8DQVKDZ.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹9,999","https://www.flipkart.com/motorola-g06-power-pantone-tapestry-64-gb/p/itmf590d83ca72c5?pid=MOBHFSCEW8DQVKDZ&lid=LSTMOBHFSCEW8DQVKDZ2CWXCB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHFSCEW8DQVKDZ.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4 Lite (Beach Gold, 128 GB)","https://www.flipkart.com/realme-p4-lite-beach-gold-128-gb/p/itm534024e2339ef?pid=MOBHK685K37ZCSPU&lid=LSTMOBHK685K37ZCSPUTZ3SXB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHK685K37ZCSPU.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹11,999","https://www.flipkart.com/realme-p4-lite-beach-gold-128-gb/p/itm534024e2339ef?pid=MOBHK685K37ZCSPU&lid=LSTMOBHK685K37ZCSPUTZ3SXB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHK685K37ZCSPU.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 1 (Blue, 64 GB)","https://www.flipkart.com/ai-pulse-1-blue-64-gb/p/itm039eaa37b8fdb?pid=MOBHDDQXW4ZVQFFX&lid=LSTMOBHDDQXW4ZVQFFXZCFXAD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXW4ZVQFFX.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹7,999","https://www.flipkart.com/ai-pulse-1-blue-64-gb/p/itm039eaa37b8fdb?pid=MOBHDDQXW4ZVQFFX&lid=LSTMOBHDDQXW4ZVQFFXZCFXAD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXW4ZVQFFX.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"Jmax MINI","https://www.flipkart.com/jmax-mini/p/itm0069c81679445?pid=MOBHATZHZYXYRSZ8&lid=LSTMOBHATZHZYXYRSZ8SEHL7O&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHATZHZYXYRSZ8.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹777","https://www.flipkart.com/jmax-mini/p/itm0069c81679445?pid=MOBHATZHZYXYRSZ8&lid=LSTMOBHATZHZYXYRSZ8SEHL7O&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHATZHZYXYRSZ8.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 1 (Purple, 64 GB)","https://www.flipkart.com/ai-pulse-1-purple-64-gb/p/itm70360c9dd322b?pid=MOBHDDQXZAC7RVHF&lid=LSTMOBHDDQXZAC7RVHFZOAP8Z&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXZAC7RVHF.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹7,999","https://www.flipkart.com/ai-pulse-1-purple-64-gb/p/itm70360c9dd322b?pid=MOBHDDQXZAC7RVHF&lid=LSTMOBHDDQXZAC7RVHFZOAP8Z&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHDDQXZAC7RVHF.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g57 power 5G (Pantone Corsair, 128 GB)","https://www.flipkart.com/motorola-g57-power-5g-pantone-corsair-128-gb/p/itm9b745f1e67b5c?pid=MOBHGRFE8WBGKSKY&lid=LSTMOBHGRFE8WBGKSKYEYKWBJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHGRFE8WBGKSKY.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹17,999","https://www.flipkart.com/motorola-g57-power-5g-pantone-corsair-128-gb/p/itm9b745f1e67b5c?pid=MOBHGRFE8WBGKSKY&lid=LSTMOBHGRFE8WBGKSKYEYKWBJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHGRFE8WBGKSKY.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"itel it5262","https://www.flipkart.com/itel-it5262/p/itm63f6528630ca6?pid=MOBGZF3X5NT5BMS9&lid=LSTMOBGZF3X5NT5BMS98E9QPH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBGZF3X5NT5BMS9.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹1,434","https://www.flipkart.com/itel-it5262/p/itm63f6528630ca6?pid=MOBGZF3X5NT5BMS9&lid=LSTMOBGZF3X5NT5BMS98E9QPH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBGZF3X5NT5BMS9.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 70 Fusion (Pantone SILHOUETTE, 256 GB)","https://www.flipkart.com/motorola-edge-70-fusion-pantone-silhouette-256-gb/p/itm4261a778cb993?pid=MOBHJ7TXQGMFR7D9&lid=LSTMOBHJ7TXQGMFR7D9SD24SW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHJ7TXQGMFR7D9.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹32,999","https://www.flipkart.com/motorola-edge-70-fusion-pantone-silhouette-256-gb/p/itm4261a778cb993?pid=MOBHJ7TXQGMFR7D9&lid=LSTMOBHJ7TXQGMFR7D9SD24SW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHJ7TXQGMFR7D9.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","https://www.flipkart.com/poco-m7-plus-5g-chrome-silver-128-gb/p/itmf5c94088d643c?pid=MOBHETX6MCAZJYY2&lid=LSTMOBHETX6MCAZJYY2IYDZFU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHETX6MCAZJYY2.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true","₹15,499","https://www.flipkart.com/poco-m7-plus-5g-chrome-silver-128-gb/p/itmf5c94088d643c?pid=MOBHETX6MCAZJYY2&lid=LSTMOBHETX6MCAZJYY2IYDZFU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=ee17c768-8414-4074-8bec-491225ddcd0b.MOBHETX6MCAZJYY2.SEARCH&ppt=None&ppn=None&ssid=t4y4w97als0000001777620052941&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA g35 5G (Guava Red, 128 GB)","https://www.flipkart.com/motorola-g35-5g-guava-red-128-gb/p/itm39bba58f6cdfc?pid=MOBH3YGPWZZB9ZZK&lid=LSTMOBH3YGPWZZB9ZZKFWIZWR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH3YGPWZZB9ZZK.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹12,499","https://www.flipkart.com/motorola-g35-5g-guava-red-128-gb/p/itm39bba58f6cdfc?pid=MOBH3YGPWZZB9ZZK&lid=LSTMOBH3YGPWZZB9ZZKFWIZWR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBH3YGPWZZB9ZZK.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI A5 (Just Black, 64 GB)","https://www.flipkart.com/redmi-a5-just-black-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGNGFWXSGA&lid=LSTMOBHB2HGNGFWXSGAEDTCWH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHB2HGNGFWXSGA.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹8,999","https://www.flipkart.com/redmi-a5-just-black-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGNGFWXSGA&lid=LSTMOBHB2HGNGFWXSGAEDTCWH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHB2HGNGFWXSGA.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 128 GB)","https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-mykonos-blue-128-gb/p/itm921871063b6c7?pid=MOBHHD2KRZ23ZXGS&lid=LSTMOBHHD2KRZ23ZXGS0RBVQE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHD2KRZ23ZXGS.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹22,999","https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-mykonos-blue-128-gb/p/itm921871063b6c7?pid=MOBHHD2KRZ23ZXGS&lid=LSTMOBHHD2KRZ23ZXGS0RBVQE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHHD2KRZ23ZXGS.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","https://www.flipkart.com/samsung-galaxy-f70e-5g-spotlight-blue-128-gb/p/itm61c2a75f6c91f?pid=MOBHK55ANBSGUGCJ&lid=LSTMOBHK55ANBSGUGCJNVOP8K&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK55ANBSGUGCJ.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true","₹14,499","https://www.flipkart.com/samsung-galaxy-f70e-5g-spotlight-blue-128-gb/p/itm61c2a75f6c91f?pid=MOBHK55ANBSGUGCJ&lid=LSTMOBHK55ANBSGUGCJNVOP8K&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=bde295c1-3516-46d8-aad6-f485eb4d02a8.MOBHK55ANBSGUGCJ.SEARCH&ppt=None&ppn=None&ssid=qtbkhi0ms00000001777620064117&qH=eb4af0bf07c16429&ov_redirect=true"
