"selection1_name","selection1_url","selection1_Price","selection1_Price_url"
"Kechaoda K115","https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBEXFZ2HMZMJGNH&lid=LSTMOBEXFZ2HMZMJGNHZ4GPEG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_105&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBEXFZ2HMZMJGNH.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹997","https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBEXFZ2HMZMJGNH&lid=LSTMOBEXFZ2HMZMJGNHZ4GPEG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_105&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBEXFZ2HMZMJGNH.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"Ai+ Pulse 2 (Green, 128 GB)","https://www.flipkart.com/ai-pulse-2-green-128-gb/p/itme10d6b42d3b31?pid=MOBHKHPYGZGYBD8H&lid=LSTMOBHKHPYGZGYBD8H1U3NOG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_106&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHKHPYGZGYBD8H.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹9,999","https://www.flipkart.com/ai-pulse-2-green-128-gb/p/itme10d6b42d3b31?pid=MOBHKHPYGZGYBD8H&lid=LSTMOBHKHPYGZGYBD8H1U3NOG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_106&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHKHPYGZGYBD8H.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO M8 (Carbon Black, 128 GB)","https://www.flipkart.com/poco-m8-carbon-black-128-gb/p/itmfb341f67be0ed?pid=MOBHGZZ6FEDJKAYZ&lid=LSTMOBHGZZ6FEDJKAYZ6QQNNI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_107&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHGZZ6FEDJKAYZ.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹18,999","https://www.flipkart.com/poco-m8-carbon-black-128-gb/p/itmfb341f67be0ed?pid=MOBHGZZ6FEDJKAYZ&lid=LSTMOBHGZZ6FEDJKAYZ6QQNNI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_107&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHGZZ6FEDJKAYZ.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"HOTLINE Amaze H312","https://www.flipkart.com/hotline-amaze-h312/p/itme7ac50a5a6695?pid=MOBFUBX58K3KYC2C&lid=LSTMOBFUBX58K3KYC2CVRP4JQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_108&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBFUBX58K3KYC2C.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹549","https://www.flipkart.com/hotline-amaze-h312/p/itme7ac50a5a6695?pid=MOBFUBX58K3KYC2C&lid=LSTMOBFUBX58K3KYC2CVRP4JQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_108&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBFUBX58K3KYC2C.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"LAVA A1 Josh","https://www.flipkart.com/lava-a1-josh/p/itme1f79c8bba88a?pid=MOBHHFUSK8V5EJUM&lid=LSTMOBHHFUSK8V5EJUMO9MR6R&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_109&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHHFUSK8V5EJUM.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹1,049","https://www.flipkart.com/lava-a1-josh/p/itme1f79c8bba88a?pid=MOBHHFUSK8V5EJUM&lid=LSTMOBHHFUSK8V5EJUMO9MR6R&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_109&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHHFUSK8V5EJUM.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"vivo T5 Pro 5G (Cosmic Black, 256 GB)","https://www.flipkart.com/vivo-t5-pro-5g-cosmic-black-256-gb/p/itma21e2e09d4493?pid=MOBHM4FZRMHBQHP5&lid=LSTMOBHM4FZRMHBQHP59ZOVA8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_110&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHM4FZRMHBQHP5.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹33,999","https://www.flipkart.com/vivo-t5-pro-5g-cosmic-black-256-gb/p/itma21e2e09d4493?pid=MOBHM4FZRMHBQHP5&lid=LSTMOBHM4FZRMHBQHP59ZOVA8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_110&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHM4FZRMHBQHP5.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"LAVA A2 Smart","https://www.flipkart.com/lava-a2-smart/p/itm46b99bae8203d?pid=MOBHHCUEUPJSEHMF&lid=LSTMOBHHCUEUPJSEHMFJPZZVP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_111&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHHCUEUPJSEHMF.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹1,286","https://www.flipkart.com/lava-a2-smart/p/itm46b99bae8203d?pid=MOBHHCUEUPJSEHMF&lid=LSTMOBHHCUEUPJSEHMFJPZZVP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_111&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHHCUEUPJSEHMF.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","https://www.flipkart.com/poco-m7-plus-5g-aqua-blue-128-gb/p/itmd9444b12bdb68?pid=MOBHETX6GZAJWQME&lid=LSTMOBHETX6GZAJWQMEDZLMD8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_112&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHETX6GZAJWQME.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹17,999","https://www.flipkart.com/poco-m7-plus-5g-aqua-blue-128-gb/p/itmd9444b12bdb68?pid=MOBHETX6GZAJWQME&lid=LSTMOBHETX6GZAJWQMEDZLMD8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_112&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHETX6GZAJWQME.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 70 Fusion (Pantone COUNTRY AIR, 128 GB)","https://www.flipkart.com/motorola-edge-70-fusion-pantone-country-air-128-gb/p/itm2b93872d33747?pid=MOBHJ7TXKWJTAHNH&lid=LSTMOBHJ7TXKWJTAHNHH7IMM4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_113&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHJ7TXKWJTAHNH.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹26,999","https://www.flipkart.com/motorola-edge-70-fusion-pantone-country-air-128-gb/p/itm2b93872d33747?pid=MOBHJ7TXKWJTAHNH&lid=LSTMOBHJ7TXKWJTAHNHH7IMM4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_113&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHJ7TXKWJTAHNH.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)","https://www.flipkart.com/oneplus-nord-ce5-5g-black-infinity-128-gb/p/itm9259708fe4e3c?pid=MOBHEYWZAGYMPFRP&lid=LSTMOBHEYWZAGYMPFRPOLVOAC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_114&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHEYWZAGYMPFRP.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹28,999","https://www.flipkart.com/oneplus-nord-ce5-5g-black-infinity-128-gb/p/itm9259708fe4e3c?pid=MOBHEYWZAGYMPFRP&lid=LSTMOBHEYWZAGYMPFRPOLVOAC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_114&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHEYWZAGYMPFRP.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)","https://www.flipkart.com/motorola-edge-60-pro-pantone-shadow-512-gb/p/itm88348cb50ac39?pid=MOBHC7EWEUHRV95Q&lid=LSTMOBHC7EWEUHRV95QL9U01A&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_115&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHC7EWEUHRV95Q.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹37,999","https://www.flipkart.com/motorola-edge-60-pro-pantone-shadow-512-gb/p/itm88348cb50ac39?pid=MOBHC7EWEUHRV95Q&lid=LSTMOBHC7EWEUHRV95QL9U01A&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_115&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHC7EWEUHRV95Q.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"Nothing Phone (4a) (White, 256 GB)","https://www.flipkart.com/nothing-phone-4a-white-256-gb/p/itm47712249513d4?pid=MOBHK7DDHD8MYDGG&lid=LSTMOBHK7DDHD8MYDGGFXEWMS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_116&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHK7DDHD8MYDGG.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹37,999","https://www.flipkart.com/nothing-phone-4a-white-256-gb/p/itm47712249513d4?pid=MOBHK7DDHD8MYDGG&lid=LSTMOBHK7DDHD8MYDGGFXEWMS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_116&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHK7DDHD8MYDGG.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4 Lite (Sea Blue, 64 GB)","https://www.flipkart.com/realme-p4-lite-sea-blue-64-gb/p/itm534024e2339ef?pid=MOBHK685GRDWR7UE&lid=LSTMOBHK685GRDWR7UEUL2XML&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHK685GRDWR7UE.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹9,999","https://www.flipkart.com/realme-p4-lite-sea-blue-64-gb/p/itm534024e2339ef?pid=MOBHK685GRDWR7UE&lid=LSTMOBHK685GRDWR7UEUL2XML&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHK685GRDWR7UE.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI 15A (Ace Black, 64 GB)","https://www.flipkart.com/redmi-15a-ace-black-64-gb/p/itm68ab4eb006b2a?pid=MOBHHAFGXTESRZCY&lid=LSTMOBHHAFGXTESRZCYDZNFNN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHHAFGXTESRZCY.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹13,499","https://www.flipkart.com/redmi-15a-ace-black-64-gb/p/itm68ab4eb006b2a?pid=MOBHHAFGXTESRZCY&lid=LSTMOBHHAFGXTESRZCYDZNFNN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHHAFGXTESRZCY.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"REDMI A5 (Pondicherry Blue, 64 GB)","https://www.flipkart.com/redmi-a5-pondicherry-blue-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGG8RN2GUC&lid=LSTMOBHB2HGG8RN2GUC8MPJWI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHB2HGG8RN2GUC.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹8,999","https://www.flipkart.com/redmi-a5-pondicherry-blue-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGG8RN2GUC&lid=LSTMOBHB2HGG8RN2GUC8MPJWI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHB2HGG8RN2GUC.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","https://www.flipkart.com/realme-narzo-80-lite-5g-onyx-black-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWAVBYBAUZ&lid=LSTMOBHDEYWAVBYBAUZN5VNH7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHDEYWAVBYBAUZ.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true","₹13,999","https://www.flipkart.com/realme-narzo-80-lite-5g-onyx-black-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWAVBYBAUZ&lid=LSTMOBHDEYWAVBYBAUZN5VNH7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=organic&iid=cc1c702b-85e3-45a8-bb7e-bd9da99c7608.MOBHDEYWAVBYBAUZ.SEARCH&ppt=None&ppn=None&ssid=zeim0lk1mo0000001777620111914&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4 Lite (Sea Blue, 128 GB)","https://www.flipkart.com/realme-p4-lite-sea-blue-128-gb/p/itm534024e2339ef?pid=MOBHK685ZBEG6Y5H&lid=LSTMOBHK685ZBEG6Y5HLV0LRO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_121&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHK685ZBEG6Y5H.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹11,999","https://www.flipkart.com/realme-p4-lite-sea-blue-128-gb/p/itm534024e2339ef?pid=MOBHK685ZBEG6Y5H&lid=LSTMOBHK685ZBEG6Y5HLV0LRO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_121&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHK685ZBEG6Y5H.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"Apple iPhone 15 (Black, 128 GB)","https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WCTBCFM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_122&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹59,900","https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WCTBCFM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_122&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"realme P4x 5G (Lake Green, 256 GB)","https://www.flipkart.com/realme-p4x-5g-lake-green-256-gb/p/itm575b1540859e4?pid=MOBHHTPHZDHND92D&lid=LSTMOBHHTPHZDHND92DLKFZIY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHHTPHZDHND92D.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹20,999","https://www.flipkart.com/realme-p4x-5g-lake-green-256-gb/p/itm575b1540859e4?pid=MOBHHTPHZDHND92D&lid=LSTMOBHHTPHZDHND92DLKFZIY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHHTPHZDHND92D.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"Kechaoda K115","https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFSMGTGC3ESWWX&lid=LSTMOBFSMGTGC3ESWWX5C5CDZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBFSMGTGC3ESWWX.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹999","https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFSMGTGC3ESWWX&lid=LSTMOBFSMGTGC3ESWWX5C5CDZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBFSMGTGC3ESWWX.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C85x (Elite Black, 128 GB)","https://www.flipkart.com/poco-c85x-elite-black-128-gb/p/itm7e422d0bdc317?pid=MOBHHFC85FVQZUSC&lid=LSTMOBHHFC85FVQZUSCCVRGGM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHHFC85FVQZUSC.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹12,499","https://www.flipkart.com/poco-c85x-elite-black-128-gb/p/itm7e422d0bdc317?pid=MOBHHFC85FVQZUSC&lid=LSTMOBHHFC85FVQZUSCCVRGGM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHHFC85FVQZUSC.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO M7 Plus 5G (Carbon Black, 128 GB)","https://www.flipkart.com/poco-m7-plus-5g-carbon-black-128-gb/p/itmb4301b9afe80c?pid=MOBHETX6NVUH8VPG&lid=LSTMOBHETX6NVUH8VPGINMDBZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHETX6NVUH8VPG.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹16,999","https://www.flipkart.com/poco-m7-plus-5g-carbon-black-128-gb/p/itmb4301b9afe80c?pid=MOBHETX6NVUH8VPG&lid=LSTMOBHETX6NVUH8VPGINMDBZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHETX6NVUH8VPG.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Edge 70 Fusion (Pantone COUNTRY AIR, 256 GB)","https://www.flipkart.com/motorola-edge-70-fusion-pantone-country-air-256-gb/p/itma9614d4d0f962?pid=MOBHJ7TXYTPH3QPF&lid=LSTMOBHJ7TXYTPH3QPFRJMXXQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHJ7TXYTPH3QPF.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹32,999","https://www.flipkart.com/motorola-edge-70-fusion-pantone-country-air-256-gb/p/itma9614d4d0f962?pid=MOBHJ7TXYTPH3QPF&lid=LSTMOBHJ7TXYTPH3QPFRJMXXQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHJ7TXYTPH3QPF.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"MOTOROLA Moto A100","https://www.flipkart.com/motorola-moto-a100/p/itmbe632d1856b4a?pid=MOBHG87XSWTJYDKE&lid=LSTMOBHG87XSWTJYDKEVM1PZ7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHG87XSWTJYDKE.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹1,046","https://www.flipkart.com/motorola-moto-a100/p/itmbe632d1856b4a?pid=MOBHG87XSWTJYDKE&lid=LSTMOBHG87XSWTJYDKEVM1PZ7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHG87XSWTJYDKE.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
"POCO C71 (Cool Blue, 128 GB)","https://www.flipkart.com/poco-c71-cool-blue-128-gb/p/itmfb10bdbf02c6e?pid=MOBHAFVJURDB9QYR&lid=LSTMOBHAFVJURDB9QYRYNBHTJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHAFVJURDB9QYR.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true","₹9,999","https://www.flipkart.com/poco-c71-cool-blue-128-gb/p/itmfb10bdbf02c6e?pid=MOBHAFVJURDB9QYR&lid=LSTMOBHAFVJURDB9QYRYNBHTJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=organic&iid=7bf5a4a9-4298-4eda-9120-436dfb1d2a75.MOBHAFVJURDB9QYR.SEARCH&ppt=None&ppn=None&ssid=47cx2lvhkw0000001777620123884&qH=eb4af0bf07c16429&ov_redirect=true"
